+-----+-----------------------+-----------+----------------------------+-----+
| d   | G                     | ell       | field                      | ind |
| 126 | 6.{\rm M}_{22}        | 0, 5, 7   | z3, b11                    | 0   |
| 126 | {\rm J}_2             | 0,7       |                            | 1   |
| 126 | 2.{\rm J}_2           | ! 2,5     | b5                         | -1  |
| 126 | 3.{\rm J}_3           | 2         | z3, b17, b19               | 0   |
| 126 | 3.{\rm McL}           | 11        | z3                         | 0   |
| 126 | 3.{\rm McL}           | ! 3,11    | z3, b11                    | 0   |
| 126 | {\rm Co}_{3}          | 3         | i5, b11, b23               | 0   |
| 128 | 2.A_{11}              | 11        |                            | 1   |
| 128 | 2.A_{12}              | 11        |                            | 1   |
| 128 | 2.A_{16}              | ! 2       |                            | 1   |
| 128 | A_{17}                | 2         | b17                        | 1   |
| 128 | 2.A_{17}              | 17        |                            | 1   |
| 128 | 2.A_{17}              | ! 2,17    | b17                        | 1   |
| 128 | 2.A_{18}              | 3         | r2, r5, r14, b17, b65, b77 | 1   |
| 130 | {\rm PSp}_{4}(5)      | 0,13      |                            | 1   |
| 131 | A_{11}                | 3,7       |                            | 1   |
| 131 | A_{12}                | 3,7       |                            | 1   |
| 131 | {\rm PSL}_{3}(11)     | 7,19      |                            | 1   |
| 132 | A_{11}                | 0,11      |                            | 1   |
| 132 | A_{12}                | 0,11      |                            | 1   |
| 132 | {\rm PSL}_{3}(11)     | 0,2,3,5   |                            | 1   |
| 132 | 12_1.{\rm PSU}_{4}(3) | 5         | z12                        | 0   |
| 132 | {\rm HS}              | 2         |                            | -1  |
| 132 | {\rm HN}              | 2         | b5                         | -1  |
| 133 | A_{9}                 | 5         |                            | 1   |
| 133 | A_{10}                | 5         | r21                        | 1   |
| 133 | A_{11}                | 5         | r21                        | 1   |
| 133 | {\rm PSL}_{3}(11)     | ! 2,11    |                            | 1   |
| 133 | {\rm PSL}_{3}(11)     | ! 5,11    | z5                         | -1  |
| 133 | {\rm PSU}_{3}(8)      | ! 2       |                            | 1   |
| 133 | {\rm PSp}_{6}(2)      | 5         |                            | 1   |
| 133 | {\rm M}_{22}          | 5         |                            | 1   |
| 133 | {\rm J}_1             | ! 2,11    |                            | 1   |
| 133 | {\rm J}_1             | 0,7,19    | b5                         | 1   |
| 133 | {\rm J}_2             | 3         |                            | 1   |
| 133 | {\rm HS}              | 5         |                            | 1   |
| 133 | {\rm Ru}              | 5         |                            | 1   |
| 133 | {\rm HN}              | 5         |                            | 1   |
| 133 | {\rm HN}              | ! 2,5     | b5                         | 1   |
| 134 | A_{9}                 | 5         |                            | 1   |
| 134 | A_{18}                | 17        |                            | 1   |
| 134 | A_{19}                | 17        |                            | 1   |
| 134 | {\rm PSp}_{8}(2)      | 17        |                            | 1   |
| 135 | A_{18}                | ! 2,17    |                            | 1   |
| 135 | {\rm PSp}_{8}(2)      | ! 2,17    |                            | 1   |
| 136 | A_{18}                | ! 2,3     |                            | 1   |
| 136 | A_{19}                | 19        |                            | 1   |
| 140 | {\rm PSU}_{4}(3)      | ! 2,3     |                            | 1   |
| 140 | 4.{\rm PSU}_{4}(3)    | ! 2,3     | i1                         | 0   |
| 141 | {\rm PSp}_{6}(2)      | 5         |                            | 1   |
| 142 | {\rm Suz}             | 2         |                            | 1   |
| 143 | A_{12}                | 3         |                            | 1   |
| 143 | A_{13}                | 3         |                            | 1   |
| 143 | {\rm Suz}             | ! 2,3     |                            | 1   |
| 144 | A_{11}                | 2         |                            | 1   |
| 144 | 2.A_{11}              | 0,3,7     |                            | 1   |
| 144 | A_{12}                | 5         |                            | 1   |
| 144 | A_{12}                | 2         | i35, z3                    | 0   |
| 144 | 2.A_{12}              | 3         | i2, i5, r7                 | 0   |
| 144 | A_{13}                | 5         |                            | 1   |
| 144 | A_{13}                | 2         | i35, z3                    | 0   |
| 144 | 2.A_{13}              | 3         | i2, i5, r7                 | 0   |
| 144 | {\rm PSU}_{3}(5)      | ! 5,7     | b7                         | 0   |
| 144 | 3.{\rm PSU}_{3}(5)    | 0, 2      | z3, b7                     | 0   |
| 144 | {\rm PSp}_{4}(17)     | 2         | b17                        | -1  |
| 144 | 2.{\rm PSp}_{4}(17)   | ! 2,17    | b17                        | -1  |
| 144 | {\rm M}_{12}          | 0, 2      |                            | 1   |
| 144 | 4.{\rm M}_{22}        | 7         | i1                         | 0   |
| 144 | 4.{\rm M}_{22}        | 0,3,11    | i1, r7                     | 0   |
| 144 | 12.{\rm M}_{22}       | 7         | z12                        | 0   |
| 144 | 12.{\rm M}_{22}       | 0,5,11    | z12, b7                    | 0   |
| 145 | {\rm PSp}_{4}(17)     | ! 2,17    | b17                        | 1   |
| 147 | {\rm O}_{8}^+(2)      | 3         |                            | 1   |
| 150 | 3_1.{\rm PSU}_{4}(3)  | 2         | z3, b7                     | 0   |
| 150 | {\rm PSp}_{4}(7)      | ! 2,7     | b7                         | 0   |
| 151 | A_{19}                | 3         |                            | 1   |
| 151 | A_{20}                | 3         |                            | 1   |
| 152 | 2.A_{10}              | 7         |                            | 1   |
| 152 | A_{19}                | ! 3,17    |                            | 1   |
| 152 | A_{20}                | 2         |                            | 1   |
| 152 | {\rm PSL}_{3}(7)      | ! 3,7     |                            | 1   |
| 152 | 2.{\rm O}_{8}^+(2)    | 7         |                            | 1   |
| 153 | A_{12}                | 5         |                            | 1   |
| 153 | A_{19}                | ! 2,19    |                            | 1   |
| 153 | A_{20}                | 5         |                            | 1   |
| 153 | 3_2.{\rm PSU}_{4}(3)  | 5         | z3                         | 0   |
| 153 | {\rm PSp}_{4}(4)      | ! 2       |                            | 1   |
| 153 | {\rm O}_{10}^-(2)     | 3, 5      |                            | 1   |
| 153 | 3.{\rm M}_{22}        | 5         | z3                         | 0   |
| 153 | {\rm J}_3             | 3         | b5                         | 1   |
| 153 | 3.{\rm J}_3           | 5         | z3                         | 0   |
| 153 | 3.{\rm J}_3           | ! 3,5     | z3, b5                     | 0   |
| 153 | 3.{\rm McL}           | 5         | z3, b7                     | 0   |
| 153 | {\rm He}              | 7         |                            | 1   |
| 153 | {\rm He}              | ! 2,7     | b7                         | 0   |
| 153 | 3.{\rm {\rm O'N}}     | 2         | z3                         | 0   |
| 154 | A_{12}                | 0,7,11    |                            | 1   |
| 154 | {\rm PSL}_{4}(5)      | 2, 3, 13  |                            | 1   |
| 154 | {\rm O}_{8}^-(2)      | 3         |                            | 1   |
| 154 | {\rm O}_{10}^-(2)     | ! 2,3,5   |                            | 1   |
| 154 | {\rm M}_{22}          | 0,7,11    |                            | 1   |
| 154 | 2.{\rm M}_{22}        | ! 2,5     | i1                         | 0   |
| 154 | {\rm HS}              | ! 2,5     |                            | 1   |
| 154 | {\rm O'N}             | 3         | r7                         | 1   |
| 155 | A_{10}                | 5         |                            | 1   |
| 155 | A_{11}                | 7         |                            | 1   |
| 155 | {\rm PSL}_{3}(5)      | 0,31      |                            | 1   |
| 155 | {\rm PSL}_{3}(5)      | 0,31      | i1                         | 0   |
| 155 | {\rm PSL}_{4}(5)      | 0,31      |                            | 1   |
| 155 | {\rm PSL}_{5}(2)      | ! 2       |                            | 1   |
| 155 | {\rm PSp}_{10}(2)     | ! 2       |                            | 1   |
| 155 | {\rm O}_{10}^+(2)     | ! 2       |                            | 1   |
| 156 | 2.{\rm PSL}_{4}(5)    | ! 2,5     |                            | 1   |
| 156 | 4.{\rm PSL}_{4}(5)    | ! 2,5     | i1                         | 0   |
| 156 | {\rm PSU}_{3}(13)     | ! 13      |                            | -1  |
| 156 | {\rm PSp}_{4}(5)      | ! 2,5     |                            | 1   |
| 156 | 2.{\rm PSp}_{4}(5)    | ! 2,5     |                            | -1  |
| 157 | {\rm PSU}_{3}(13)     | ! 2,13    |                            | 1   |
| 157 | {\rm PSU}_{3}(13)     | ! 7,13    | z7                         | -1  |
| 160 | A_{9}                 | 2         |                            | 1   |
| 160 | 2.A_{9}               | 0,5       |                            | 1   |
| 160 | A_{10}                | ! 3,7     |                            | 1   |
| 160 | 2.A_{10}              | 5         | r6, r21                    | 1   |
| 160 | 2.A_{12}              | 0,5,7     | b11                        | -1  |
| 160 | 2.{\rm O}_{8}^+(2)    | 0,5       |                            | 1   |
| 160 | 2.{\rm M}_{12}        | 0, 5      | b11                        | 0   |
| 160 | 4.{\rm M}_{22}        | 11        | i1                         | 0   |
| 160 | 4.{\rm M}_{22}        | ! 2,11    | i1, r11                    | 0   |
| 160 | {\rm J}_2             | 0, 2      |                            | 1   |
| 162 | A_{9}                 | 0,3       |                            | 1   |
| 162 | 3.G_{2}(3)            | 2         | z3, b13                    | 0   |
| 164 | A_{11}                | 2         |                            | -1  |
| 164 | A_{12}                | 2         |                            | -1  |
| 165 | A_{11}                | 0,11      |                            | 1   |
| 165 | A_{12}                | ! 2,3     |                            | 1   |
| 165 | A_{13}                | 13        |                            | 1   |
| 165 | {\rm PSU}_{5}(2)      | ! 2,3     |                            | 1   |
| 167 | {\rm PSp}_{6}(3)      | 13        |                            | 1   |
| 167 | {\rm O}_{7}(3)        | 13        |                            | 1   |
| 167 | G_{2}(3)              | 13        |                            | 1   |
| 168 | A_{9}                 | 0,7       |                            | 1   |
| 168 | 2.A_{9}               | 5         |                            | 1   |
| 168 | 2.A_{9}               | 0,7       | i15                        | 0   |
| 168 | 2.A_{10}              | 5         | r21                        | 1   |
| 168 | {\rm PSp}_{6}(2)      | ! 2,3     |                            | 1   |
| 168 | 2.{\rm PSp}_{6}(2)    | ! 2,3     |                            | 1   |
| 168 | {\rm PSp}_{6}(3)      | ! 3,13    |                            | 1   |
| 168 | {\rm O}_{7}(3)        | 0, 5, 7   |                            | 1   |
| 168 | 2.{\rm O}_{8}^+(2)    | 5         |                            | 1   |
| 168 | G_{2}(3)              | 0,7       |                            | 1   |
| 169 | A_{20}                | 19        |                            | 1   |
| 169 | A_{21}                | 19        |                            | 1   |
| 170 | A_{20}                | ! 2,3,19  |                            | 1   |
| 170 | {\rm PSU}_{9}(2)      | ! 2       |                            | -1  |
| 171 | A_{20}                | ! 2,5     |                            | 1   |
| 171 | A_{21}                | 3,7       |                            | 1   |
| 171 | 3.{\rm PSU}_{9}(2)    | ! 2,3     | z3                         | 0   |
| 171 | {\rm PSp}_{6}(7)      | ! 7       | b7                         | -1  |
| 171 | {\rm O}_{8}^-(2)      | 7         |                            | 1   |
| 171 | 3._{3}                | ! 2,3     | z3                         | 0   |
| 171 | 3.{\rm J}_3           | 0,17,19   | z3, b5                     | 0   |
| 172 | 2.{\rm PSp}_{6}(7)    | ! 2,7     | b7                         | 0   |
| 174 | {\rm PSp}_{4}(7)      | 2         |                            | 1   |
| 174 | 6.{\rm M}_{22}        | 11        | z12                        | -1  |
| 174 | {\rm HS}              | 11        |                            | 1   |
| 175 | {\rm PSp}_{4}(7)      | ! 2,7     |                            | 1   |
| 175 | {\rm O}_{8}^+(2)      | ! 2,3     |                            | 1   |
| 175 | {\rm J}_2             | ! 2,3     |                            | 1   |
| 175 | {\rm HS}              | 0,5,7     |                            | 1   |
| 176 | {\rm PSU}_{5}(2)      | ! 2,3     |                            | 1   |
| 176 | 2.{\rm PSU}_{6}(2)    | ! 2,3     |                            | 1   |
| 176 | {\rm M}_{12}          | 0,11      |                            | 1   |
| 176 | 4.{\rm M}_{22}        | 0,11      | i1                         | 0   |
| 176 | 2.{\rm HS}            | ! 2,5     | i1                         | 0   |
| 176 | 2.{\rm Fi}_{22}       | 3         | b13                        | 1   |
| 180 | {\rm PSp}_{4}(19)     | 2         | b19                        | 0   |
| 180 | 2.{\rm PSp}_{4}(19)   | ! 2,19    | b19                        | 0   |
| 181 | {\rm PSL}_{3}(13)     | 3, 61     |                            | 1   |
| 181 | {\rm PSp}_{4}(19)     | ! 2,19    | b19                        | 0   |
| 182 | {\rm PSL}_{3}(13)     | 0,2,7     |                            | 1   |
| 182 | {\rm PSU}_{6}(3)      | ! 3       |                            | -1  |
| 182 | 2.{\rm PSU}_{6}(3)    | ! 2,3     | i1                         | 0   |
| 182 | 2.{\rm PSp}_{6}(3)    | ! 2,3     |                            | -1  |
| 182 | 2.{\rm PSp}_{6}(3)    | ! 2,3     | z3                         | 0   |
| 182 | {\rm O}_{7}(3)        | ! 2,3     |                            | 1   |
| 182 | G_{2}(3)              | ! 2,3     |                            | 1   |
| 183 | {\rm PSL}_{3}(13)     | ! 2,13    |                            | 1   |
| 183 | {\rm PSL}_{3}(13)     | ! 2,13    | i1                         | 0   |
| 183 | 3.{\rm PSL}_{3}(13)   | 0, 7, 61  | z12                        | 0   |
| 183 | 3.{\rm PSL}_{3}(13)   | ! 3,13    | z3                         | 0   |
| 183 | {\rm PSU}_{6}(3)      | ! 2,3     |                            | 1   |
| 185 | {\rm O}_{10}^+(2)     | 3, 17     |                            | 1   |
| 186 | A_{11}                | 2         |                            | 1   |
| 186 | {\rm PSL}_{3}(5)      | ! 2,5     |                            | 1   |
| 186 | {\rm PSp}_{10}(2)     | 3         |                            | 1   |
| 186 | {\rm O}_{10}^+(2)     | ! 2,3,17  |                            | 1   |
| 186 | {\rm O}_{10}^-(2)     | 3         |                            | 1   |
| 187 | {\rm PSp}_{10}(2)     | ! 2,3     |                            | 1   |
| 187 | {\rm O}_{10}^-(2)     | ! 2,3     |                            | 1   |
| 188 | A_{11}                | 5         |                            | 1   |
| 188 | A_{21}                | 2,5       |                            | 1   |
| 188 | A_{22}                | 2,5       |                            | 1   |
| 188 | {\rm PSU}_{4}(3)      | 5         |                            | 1   |
| 189 | A_{9}                 | ! 2,5     |                            | 1   |
| 189 | A_{21}                | ! 2,5,19  |                            | 1   |
| 189 | {\rm PSL}_{4}(4)      | 5         |                            | 1   |
| 189 | {\rm PSL}_{4}(4)      | ! 2,5     | b5                         | 1   |
| 189 | 3.{\rm PSU}_{3}(8)    | ! 2,3     | z3                         | 0   |
| 189 | {\rm PSU}_{4}(3)      | 0,7       |                            | 1   |
| 189 | 3_2.{\rm PSU}_{4}(3)  | ! 3,5     | z3                         | 0   |
| 189 | {\rm PSp}_{6}(2)      | ! 2,5     |                            | 1   |
| 189 | 3.G_{2}(3)            | 13        | z3                         | 0   |
| 189 | 3.G_{2}(3)            | 0,7       | z3,b13                     | 0   |
| 189 | {\rm J}_2             | 5         |                            | 1   |
| 189 | {\rm J}_2             | ! 2,5     | b5                         | 1   |
| 190 | A_{21}                | ! 2,3,7   |                            | 1   |
| 190 | A_{22}                | 11        |                            | 1   |
| 190 | {\rm M}_{22}          | 11        |                            | 1   |
| 190 | 2.{\rm J}_2           | 5         |                            | -1  |
| 194 | {\rm PSp}_{6}(3)      | 7         |                            | 1   |
| 194 | {\rm O}_{7}(3)        | 7         |                            | 1   |
| 195 | {\rm PSp}_{6}(3)      | 0,5,13    |                            | 1   |
| 195 | {\rm O}_{7}(3)        | 0, 5, 13  |                            | 1   |
| 196 | A_{13}                | 5         |                            | 1   |
| 196 | A_{14}                | 5         |                            | 1   |
| 196 | {\rm PSp}_{4}(8)      | ! 2       |                            | 1   |
| 196 | {\rm PSp}_{6}(2)      | 3         |                            | 1   |
| 196 | {}^{3}D_{4}(2)        | ! 2       |                            | 1   |
| 198 | A_{10}                | 2         |                            | 1   |
| 198 | A_{11}                | 2         |                            | 1   |
| 199 | A_{10}                | 7         |                            | 1   |
| 199 | A_{11}                | 7         |                            | 1   |
| 199 | {\rm J}_2             | 7         |                            | 1   |
| 200 | A_{10}                | 2         |                            | 1   |
| 200 | 2.{\rm PSp}_{4}(7)    | ! 2,7     | b7                         | o   |
| 201 | {\rm PSp}_{6}(2)      | 7         |                            | 1   |
| 202 | 2.{\rm J}_2           | 5         |                            | -1  |
| 203 | {\rm PSp}_{8}(2)      | 3         |                            | 1   |
| 203 | {\rm O}_{8}^-(2)      | 3, 5      |                            | 1   |
| 204 | 3_1.{\rm PSU}_{4}(3)  | 2         | z3                         | 0   |
| 204 | {\rm PSU}_{5}(4)      | ! 2       |                            | 0   |
| 204 | {\rm PSp}_{4}(4)      | ! 2,5     | b5                         | 1   |
| 204 | {\rm O}_{8}^-(2)      | ! 2,3     |                            | 1   |
| 205 | 5.{\rm PSU}_{5}(4)    | ! 5       | z5                         | 0   |
| 207 | A_{13}                | 11        |                            | 1   |
| 207 | {\rm PSp}_{4}(4)      | 17        |                            | 1   |
| 208 | A_{13}                | ! 3,5,11  |                            | 1   |
| 208 | A_{14}                | 2         |                            | 1   |
| 208 | A_{22}                | 3,7       |                            | 1   |
| 208 | A_{23}                | 3,7       |                            | 1   |
| 208 | {\rm PSL}_{4}(3)      | 2,5       |                            | 1   |
| 208 | 2.{\rm PSL}_{4}(3)    | ! 2,3     | i2                         | 0   |
| 208 | {\rm PSp}_{4}(5)      | ! 5       | b5                         | 1   |
| 208 | 2.{\rm PSp}_{4}(5)    | ! 2,5     | b5                         | -1  |
| 208 | {\rm M}_{23}          | 7         |                            | 1   |
| 208 | 2.{\rm Suz}           | 3         |                            | -1  |
| 209 | A_{22}                | ! 2,3,5,7 |                            | 1   |
| 209 | {\rm J}_1             | 0, 11, 19 |                            | 1   |
| 210 | A_{10}                | 0,7       |                            | 1   |
| 210 | A_{11}                | ! 2,11    |                            | 1   |
| 210 | A_{12}                | 3         |                            | 1   |
| 210 | A_{22}                | ! 2,11    |                            | 1   |
| 210 | A_{23}                | 23        |                            | 1   |
| 210 | {\rm PSU}_{4}(3)      | ! 2,3     |                            | 1   |
| 210 | 2.{\rm PSU}_{4}(3)    | ! 2,3     | i1                         | 0   |
| 210 | 3_1.{\rm PSU}_{4}(3)  | ! 2,3     | z3                         | 0   |
| 210 | 6_1.{\rm PSU}_{4}(3)  | ! 2,3     | z3                         | 0   |
| 210 | {\rm PSU}_{6}(2)      | 3         |                            | 1   |
| 210 | 3.{\rm PSU}_{6}(2)    | ! 2,3     | z3                         | 0   |
| 210 | {\rm PSp}_{6}(2)      | ! 2,3     |                            | 1   |
| 210 | {\rm O}_{8}^+(2)      | ! 2,3     |                            | 1   |
| 210 | {\rm M}_{22}          | ! 2,11    |                            | 1   |
| 210 | 2.{\rm M}_{22}        | ! 2,11    |                            | 1   |
| 210 | 3.{\rm M}_{22}        | ! 2,3     | z3                         | 0   |
| 210 | 6.{\rm M}_{22}        | 0,5,7     | z3                         | 0   |
| 210 | 6.{\rm M}_{22}        | ! 2,3     | z12                        | 0   |
| 210 | {\rm M}_{23}          | 23        |                            | 1   |
| 210 | {\rm HS}              | 5         |                            | 1   |
| 210 | {\rm McL}             | 3,5       |                            | 1   |
| 214 | {\rm J}_3             | 19        | b17, y9                    | 1   |
| 216 | A_{9}                 | 0         |                            | 1   |
| 216 | 2.A_{10}              | 0,3       |                            | 1   |
| 216 | 12_1.{\rm PSU}_{4}(3) | 0,7       | z12                        | 0   |
| 216 | 12_2.{\rm PSU}_{4}(3) | ! 2,3     | z12                        | 0   |
| 216 | {\rm PSp}_{6}(2)      | 0         |                            | 1   |
| 216 | 2.{\rm J}_2           | 0,3       |                            | -1  |
| 217 | A_{10}                | 5         |                            | 1   |
| 217 | {\rm PSL}_{5}(2)      | ! 2       |                            | 1   |
| 217 | {\rm PSL}_{6}(2)      | ! 2       |                            | 1   |
| 218 | {}^{3}D_{4}(3)        | 2         |                            | 1   |
| 218 | {}^{3}D_{4}(3)        | 73        |                            | 1   |
| 219 | {}^{3}D_{4}(3)        | ! 2,3,73  |                            | 1   |
| 220 | A_{13}                | ! 2,13    |                            | 1   |
| 220 | A_{14}                | 7         |                            | 1   |
| 220 | {\rm PSU}_{4}(4)      | 5         |                            | 1   |
| 220 | {\rm PSU}_{5}(2)      | ! 2,3     | z3                         | 0   |
| 220 | {\rm M}_{23}          | 2         | b7, b23                    | 0   |
| 220 | {\rm M}_{24}          | 2         | b7, b23                    | 0   |
| 220 | 2.{\rm Suz}           | ! 2,3     |                            | -1  |
| 221 | A_{12}                | 7         |                            | 1   |
| 221 | A_{13}                | 7         |                            | 1   |
| 221 | {\rm PSU}_{4}(4)      | ! 2       | b5                         | 1   |
| 223 | {\rm PSp}_{4}(7)      | 5         |                            | 1   |
| 224 | 2.A_{9}               | 0,7       |                            | 1   |
| 224 | A_{10}                | ! 2,5     |                            | 1   |
| 224 | 4.{\rm PSU}_{4}(3)    | ! 2,3     | z12                        | 0   |
| 224 | {\rm PSp}_{4}(7)      | ! 2,5,7   |                            | 1   |
| 224 | 2.{\rm O}_{8}^+(2)    | ! 2,5     |                            | 1   |
| 224 | {\rm J}_2             | 0,7       | b5                         | 1   |
| 225 | A_{10}                | 0,5       |                            | 1   |
| 225 | {\rm PSp}_{4}(4)      | ! 2,17    | d17                        | 1   |
| 225 | {\rm J}_2             | ! 2,7     |                            | 1   |
| 229 | A_{23}                | 11        |                            | 1   |
| 229 | A_{24}                | 11        |                            | 1   |
| 229 | {\rm PSU}_{6}(2)      | 3         |                            | 1   |
| 229 | {\rm M}_{23}          | 11        |                            | 1   |
| 229 | {\rm M}_{24}          | 11        |                            | 1   |
| 230 | A_{23}                | ! 3,7,11  |                            | 1   |
| 230 | A_{24}                | 2         |                            | 1   |
| 230 | {\rm M}_{23}          | 0,5,23    |                            | 1   |
| 230 | {\rm McL}             | 2,5       |                            | 1   |
| 230 | {\rm Co}_{3}          | 2,5       |                            | 1   |
| 230 | {\rm Co}_{2}          | 2         |                            | 1   |
| 231 | A_{11}                | 0,7,11    |                            | 1   |
| 231 | A_{23}                | ! 2,23    |                            | 1   |
| 231 | A_{24}                | 3         |                            | 1   |
| 231 | {\rm PSU}_{6}(2)      | ! 2,3     |                            | 1   |
| 231 | 3.{\rm PSU}_{6}(2)    | ! 2,3     | z3                         | -1  |
| 231 | {\rm M}_{22}          | ! 2,5     |                            | 1   |
| 231 | 3.{\rm M}_{22}        | ! 2,3     | z3                         | -1  |
| 231 | {\rm M}_{23}          | ! 2,23    |                            | 1   |
| 231 | {\rm M}_{23}          | ! 2,3,5   | i15                        | -1  |
| 231 | {\rm M}_{24}          | 3,5       |                            | 1   |
| 231 | {\rm M}_{24}          | ! 2,3,5   | i15                        | -1  |
| 231 | {\rm HS}              | ! 2,5     |                            | 1   |
| 231 | {\rm McL}             | 0,7,11    |                            | 1   |
| 231 | {\rm Co}_{3}          | 3         |                            | 1   |
| 233 | A_{13}                | 5         |                            | 1   |
| 233 | A_{14}                | 5         |                            | 1   |
| 234 | {\rm PSL}_{4}(3)      | 0,13      |                            | 1   |
| 236 | 2.{\rm J}_2           | 3         |                            | -1  |
| 238 | {\rm PSp}_{8}(2)      | ! 2,3     |                            | 1   |
| 240 | {\rm PSU}_{3}(16)     | ! 2       |                            | -1  |
| 241 | {\rm PSU}_{3}(16)     | ! 2,17    | z17                        | 0   |
| 244 | {\rm J}_3             | 2         | b17                        | 1   |
| 245 | {\rm O}_{8}^-(3)      | 13        |                            | 1   |
| 246 | {\rm O}_{8}^-(3)      | ! 3,13    |                            | 1   |
| 246 | {}^{2}F_{4}(2)'       | 2         |                            | 1   |
| 246 | {\rm He}              | 2         | b17                        | 1   |
| 248 | {\rm PSL}_{4}(5)      | 2         |                            | 1   |
| 248 | 2.{\rm PSL}_{4}(5)    | ! 2,5     |                            | 1   |
| 248 | {\rm PSp}_{4}(5)      | 2         | b5                         | 1   |
| 248 | {\rm Th}              | all       |                            | 1   |
+-----+-----------------------+-----------+----------------------------+-----+
